index,mark
337906,4
186399,4
31945,4
25178,5
317775,5
72031,4
44515,5
313910,4
257960,4
278696,3
216970,4
173406,4
324403,3
42965,4
331294,5
176284,5
177045,4
50610,3
161444,4
374116,4
75466,3
182421,5
372612,4
198523,3
31115,3
68924,4
274585,5
44808,5
245932,3
260739,4
200033,5
294470,5
213158,3
154781,5
185119,5
155058,4
6741,3
75872,4
26009,4
305028,4
366768,4
271696,4
52192,4
170435,3
353475,4
292964,4
185423,5
45415,4
191056,4
28471,4
15712,4
236389,4
58915,4
17540,4
168833,5
256638,4
199099,5
309328,3
84307,5
361246,5
313882,5
36026,4
278365,4
56612,3
68389,3
330554,5
186893,4
297462,5
192337,5
224238,4
321500,4
375238,5
307948,3
4767,4
321739,4
43448,4
357240,4
45879,5
244985,5
212088,4
71137,5
25014,3
211769,3
372749,5
355984,4
37486,5
323566,3
43361,3
28742,5
72797,4
187862,4
4093,4
317670,3
271779,3
315754,4
39275,5
29956,5
320597,3
174691,4
1206,5
78461,5
357167,3
61284,5
47159,4
219278,3
370769,3
258264,5
240032,5
35263,5
287740,5
78719,5
311150,5
45691,4
85946,4
368069,4
197504,4
327045,5
338451,3
241306,4
209952,4
197660,5
59290,4
25207,5
241841,4
176002,3
81795,5
8655,5
84161,4
186365,5
62152,4
256462,3
38655,4
329097,4
299052,5
71885,4
322523,4
32263,5
336382,5
80691,3
374849,4
188202,5
152775,5
353927,4
230545,4
234240,4
166647,3
24681,4
245748,3
221028,5
205704,3
32256,4
77461,5
246982,4
59126,3
78570,4
62944,4
193741,4
293971,5
363344,4
270232,3
231553,4
82789,4
194614,3
32407,5
22865,5
181461,3
200748,3
376504,3
52829,5
8787,5
279497,4
59354,3
253508,3
12424,4
246054,4
172250,4
39593,5
244880,3
251479,4
357701,5
19552,5
236720,3
73913,5
266198,5
115818,4
50768,3
62064,5
65438,4
320202,4
213955,4
68118,5
354005,5
185622,3
376913,5
154686,4
14300,4
350572,3
57230,5
179778,3
75248,4
363950,5
263758,4
163135,3
256479,4
231704,4
360448,5
281267,5
186301,3
318750,4
70510,3
191940,5
2975,5
15993,4
183846,4
263378,5
244161,3
74943,5
122,5
152932,5
281188,5
10665,5
272432,5
379050,4
42462,5
306755,3
370812,4
30719,4
40363,3
7089,4
16400,4
255926,4
46334,4
225964,4
328352,4
42855,5
284009,5
177056,4
374151,4
8493,4
12252,4
158035,3
216580,5
214873,4
45358,5
8566,5
167630,3
348859,4
67690,4
266529,4
352305,5
27788,3
211739,5
377492,5
201740,4
168398,4
84710,5
192167,5
52881,5
310777,5
228082,5
338007,5
250156,3
239678,3
262830,5
181110,5
54452,4
52191,4
41767,4
76566,4
368876,4
354775,4
352272,5
230338,5
202192,5
191894,5
290812,3
7219,5
251963,4
50700,4
70062,4
104694,5
285977,5
254392,3
77446,5
342430,4
63251,5
176954,5
377494,5
178802,4
257214,4
27370,5
51556,5
36424,4
184424,3
439,4
2990,5
2573,5
313442,3
355223,5
76205,4
286187,5
65417,5
357963,4
317391,4
285483,4
61711,4
785,3
17897,5
176082,3
319893,4
345507,4
341960,5
372137,5
297828,3
282239,5
253222,5
343090,4
356591,3
249597,5
40160,4
162898,5
329140,5
61634,4
31197,4
251697,5
362077,5
23800,5
48817,3
170799,3
325677,3
197077,5
30480,5
157789,5
251714,5
251895,4
57922,4
31936,5
318767,4
218860,5
292997,5
78151,4
221360,4
322271,4
18722,5
178591,4
167200,4
70098,4
152649,4
312432,4
369496,4
35386,5
83578,3
5741,4
180539,4
164308,4
337878,4
338019,5
201117,5
248369,5
46785,4
339104,5
115684,5
365592,5
20155,5
367454,3
41025,3
377440,5
337606,5
46022,5
371377,5
340181,4
32921,4
78799,5
231506,4
167460,4
310811,5
366849,3
211264,4
180186,3
328113,4
182310,3
211627,3
215745,4
310253,5
258272,5
26964,5
192373,3
13622,5
41069,4
337313,4
73106,4
100613,5
179896,5
57460,4
186428,5
33783,5
337595,5
377662,3
249588,3
51829,3
220570,4
158311,5
73626,4
272064,4
4422,5
355903,4
347229,5
162675,4
254782,4
334562,5
43576,4
257517,5
323876,5
198680,3
66846,4
342384,5
187907,4
33730,4
59409,5
2177,5
84191,4
240054,4
151819,4
282426,5
317404,5
360534,4
71106,4
277471,5
174543,4
369235,3
243093,4
247444,5
317301,5
369026,4
218526,4
2932,5
298881,4
253077,4
164573,4
259307,5
281208,3
20552,5
53656,4
206396,4
236113,3
31539,4
171386,4
278605,3
195182,4
34416,4
330705,4
169641,4
164381,4
267461,5
302644,3
344806,3
80173,4
29689,3
77111,4
312327,4
152277,3
377639,5
309187,5
357338,3
271287,3
313403,4
43493,5
243833,3
37118,5
17186,5
356383,3
62007,3
164191,5
241160,4
314362,3
247461,5
75350,4
27106,5
247097,3
60676,5
357999,5
224752,5
343379,4
364534,5
223850,4
81132,5
368355,5
358075,3
322775,5
290723,5
315719,4
216701,3
161276,5
51174,5
183033,5
184957,5
40929,4
184623,5
293358,4
240414,4
318205,5
319887,4
208224,5
45139,5
23646,4
318191,4
57867,5
292711,3
244946,4
14332,3
213012,5
368611,5
205603,3
83911,5
9975,5
239080,5
275566,3
71564,5
190788,5
351875,4
13308,5
180038,4
377120,4
376576,4
337031,3
227646,5
264537,3
33432,4
244384,5
228210,5
4304,5
235507,4
30042,4
15817,5
72680,5
365505,4
74288,4
248798,4
164333,4
212297,4
326513,3
319553,5
355463,4
34338,5
175995,3
338561,5
328345,4
321291,5
3781,4
167970,4
324519,5
57720,3
65449,4
262786,5
55572,3
37746,3
251511,4
206479,3
203017,4
352391,4
320630,4
118574,5
187578,4
373206,4
6148,4
183783,5
342185,5
218233,3
341996,3
322425,5
165401,5
159616,5
262732,4
45795,5
369879,5
24521,5
357692,4
334827,4
21849,4
221365,5
367709,4
33731,5
197856,5
190953,4
26927,5
333131,5
237645,5
353757,4
24361,5
208188,4
34602,5
360029,4
379513,5
343386,5
267153,4
373587,5
212839,5
306258,4
369305,4
259112,4
16970,4
302637,5
157838,4
360739,4
81843,4
227295,3
257522,4
76276,4
369156,3
377447,5
198478,3
155601,4
367212,4
320690,3
261781,5
26923,4
365595,5
183269,4
360583,3
239427,4
369430,3
73759,3
248233,4
234817,3
174462,4
174541,4
360814,4
61830,5
79572,4
342279,4
76215,5
72600,5
23318,3
197571,5
308536,5
29698,5
369661,4
97935,3
47034,4
187719,4
15896,4
19650,4
295995,3
2046,5
73829,5
47608,4
153421,5
235430,3
164840,3
28502,5
253056,5
57923,3
379471,4
171534,4
231036,5
356933,4
39910,4
28465,5
218825,5
81552,5
161513,4
231077,5
260137,3
225299,4
6742,4
219437,4
350290,4
33441,4
374622,5
198468,4
1141,3
183702,3
102338,4
266323,3
64096,4
180714,4
375500,5
240413,4
344456,3
52838,5
377042,4
338255,5
49444,5
236721,5
336059,4
275605,4
352761,5
262199,5
217228,4
323134,4
306342,4
36971,5
216798,4
204906,5
54901,5
157932,4
332687,3
188057,4
53139,5
244183,5
2462,4
254169,4
284714,3
7636,5
239764,5
189525,5
366287,5
151959,4
300473,4
210431,5
218074,5
26211,5
229966,4
216989,5
367639,3
327030,4
350621,5
24144,4
285819,5
178527,5
50873,3
78891,4
17282,4
4259,4
201118,5
324328,4
69252,4
64146,5
182426,4
301631,5
65945,4
29261,3
85975,4
194677,3
344415,5
196335,5
364140,4
240273,3
5961,3
15572,4
30519,5
182529,4
62047,4
219214,4
49913,5
70125,4
326278,5
310320,4
255517,3
195733,5
157803,4
376411,5
6775,5
236393,4
25211,4
335438,3
4846,5
58966,5
241298,4
285419,3
252356,3
282135,3
172486,4
374958,4
20810,3
269614,3
243110,4
310504,4
55515,5
26981,5
239466,5
356609,5
63986,4
180888,5
68368,5
307289,4
72148,4
336381,3
24441,4
374976,5
62972,4
260854,4
313574,4
24612,4
278800,4
356015,5
152509,4
325783,5
323614,4
359387,3
57336,5
324472,4
318046,3
69831,4
321343,4
353395,5
173945,5
2716,5
215598,5
30746,4
309677,5
360664,5
70324,5
239319,3
249876,4
40250,4
300503,5
308498,5
372783,4
165735,4
243708,4
375818,4
321406,4
37422,3
41448,5
245121,4
378533,5
49448,4
192907,4
293381,5
159816,4
357070,5
257601,4
280057,5
61221,4
22223,5
40159,5
239654,4
369530,4
152676,4
30749,4
182411,5
318395,4
37477,5
246147,5
165472,5
276927,4
22383,5
244931,5
84458,4
3565,4
12193,4
187975,3
355018,3
303312,4
374980,4
14544,5
3697,4
332688,3
73695,5
174480,3
101296,4
185848,5
200615,5
354974,3
212902,5
292592,4
258704,3
333413,3
180896,4
59099,4
81267,5
261639,3
42596,5
233251,5
308647,4
231080,4
267177,4
281970,5
84996,4
35412,3
335997,3
243138,4
80118,4
10690,5
327330,3
355949,3
299170,5
38290,5
280080,4
272795,4
51701,4
38924,5
247759,3
167177,4
33074,5
378239,5
50293,3
256417,5
40098,3
48762,4
20312,4
82675,4
289827,3
73203,3
152745,4
375805,5
47551,4
81473,5
238469,5
264220,5
350132,4
85770,4
353495,5
236374,3
247135,4
37833,5
377695,3
322103,5
331287,5
310225,4
202163,5
319319,5
278941,3
244459,5
346111,3
207321,5
4375,5
226538,3
253409,4
26361,5
321439,4
335257,3
377251,4
59692,5
64709,4
331000,3
341957,4
213638,4
47720,5
266410,4
271982,3
368630,4
308654,4
175150,3
72580,5
76441,4
82519,5
19838,5
33774,5
50287,4
252690,4
192132,5
36411,5
889,3
313046,4
209463,4
162617,5
48684,5
193253,4
254780,4
365900,5
258776,5
371374,3
251723,5
227926,3
201082,3
363799,5
341141,3
27858,5
178043,4
251745,5
11526,5
46124,5
304717,4
260667,4
84214,5
23416,4
272524,4
321220,5
24021,4
943,5
84472,5
176573,3
330238,5
62824,3
263080,3
227301,4
58089,4
21220,4
68836,5
261726,4
25494,5
361964,4
324266,5
320500,3
324492,5
154692,4
226066,5
373545,5
196641,5
218076,3
63064,5
246994,5
173263,3
351721,5
365633,4
308411,4
158876,5
364171,4
351057,4
209562,4
376759,3
203769,3
259069,5
22862,4
246692,5
51892,3
16754,4
372469,5
326924,5
282411,4
379046,5
1664,3
7085,5
312589,5
18,4
291450,5
162222,4
45595,4
82955,3
300410,3
188982,5
324549,5
30143,4
38835,5
55650,3
210172,4
18668,4
292082,5
375432,5
245058,5
248620,4
305757,4
59672,4
293487,5
66564,4
357992,3
243803,3
370096,4
193282,5
357154,5
249651,5
47313,3
274374,3
370265,4
245798,4
35716,3
27090,4
166544,3
252566,4
258671,5
282509,5
306705,4
350460,5
28510,3
83110,5
213296,5
310662,5
193794,4
276007,4
191159,3
273533,4
237062,4
312577,3
254372,4
12023,5
58435,5
377514,4
218115,5
320367,3
364465,3
313090,4
325801,5
354608,4
68870,5
227570,3
314584,5
208585,4
54565,5
198820,5
30423,4
62344,4
187668,5
262087,4
160392,3
180756,4
63709,4
66972,4
331602,4
332391,4
21358,5
256325,3
22859,5
64882,5
313567,4
48849,4
23241,5
316453,5
307825,5
68177,5
186457,4
242567,3
21079,4
327646,4
32982,3
320456,4
152993,3
360980,5
217786,4
369059,5
338899,4
51069,4
273331,4
305890,4
307232,4
191322,4
15356,3
359640,4
310318,5
2718,5
285243,5
239186,3
268442,4
341814,4
252562,4
42480,5
362487,3
313780,5
16267,4
13915,4
320311,4
67721,5
254833,4
44620,4
275679,5
179142,3
276073,5
247795,4
300134,5
323856,4
281265,4
54005,4
56658,5
81829,3
321086,4
312351,5
99,5
317310,5
30319,4
372518,5
234835,4
163331,4
365139,3
183871,5
181510,5
318503,4
82521,4
57803,5
176770,5
322718,5
193721,4
49550,3
23218,5
22017,5
16668,5
56691,5
38971,5
245770,4
67891,5
259976,5
290349,4
25719,5
265538,5
39647,5
295182,5
340570,5
82649,5
182133,4
82838,5
288179,3
318109,5
9695,3
33565,5
243013,3
377129,4
1727,4
237187,4
62425,5
322216,3
32567,3
371251,4
13370,5
211316,4
63304,5
198087,5
27847,5
353961,4
352078,3
196753,4
203444,4
176983,3
375772,4
41465,5
220150,3
157129,3
56267,4
204908,5
61865,5
214761,4
290832,5
241102,4
239579,3
3255,3
255232,4
293293,5
325580,4
72831,4
85079,3
525,5
257204,4
346948,5
80406,5
166379,5
155881,4
357429,5
291910,4
350941,5
171768,5
246166,4
84397,5
21129,3
360836,3
166590,5
234423,5
24874,4
269300,4
278842,4
357214,5
320439,4
191524,3
189620,3
354350,5
290330,4
215317,5
101266,5
12885,5
327083,4
46796,5
200960,3
18664,3
65133,4
1340,4
244202,4
70142,5
168966,4
378354,5
318183,4
359292,4
245168,3
161973,5
374180,5
275237,4
59817,5
32910,3
26928,3
240350,5
254698,5
13544,4
166016,4
268176,5
240154,4
188500,5
28101,5
35699,4
168771,4
295554,4
10805,5
66959,4
64726,3
3544,4
267816,5
317096,3
18770,4
182314,5
115177,3
211442,5
12300,5
300964,4
207615,4
160908,4
360341,4
218455,3
333216,5
157477,3
65276,5
194487,5
378259,5
71301,5
160197,4
326136,3
281919,4
263405,3
218829,5
341609,4
156432,3
263173,4
334355,4
36120,4
53160,3
85038,5
365640,4
277739,5
170815,3
1473,4
289631,4
43934,4
339393,3
224623,5
259455,4
213185,4
264113,5
365966,5
235661,5
17741,4
188668,3
309974,4
353647,4
29796,5
42292,3
182234,4
26753,5
234322,5
342713,4
68545,5
315779,3
279958,5
233547,5
193814,4
207130,4
84102,4
55484,5
316373,5
37662,4
176680,4
16535,4
240243,4
346706,3
355273,4
299392,4
378935,3
341086,4
350154,3
48347,4
302544,5
262050,4
178508,4
219614,5
14057,5
162748,5
320948,3
644,5
48370,4
75883,4
177097,5
198669,4
371543,3
9631,4
321314,5
168591,5
347993,3
232929,4
29439,5
187360,5
335501,3
223043,5
240288,5
16925,5
277948,4
156565,5
66449,3
45991,4
23976,5
284318,4
23276,5
235145,4
204697,4
170120,5
168923,5
275441,5
261929,5
340698,3
260796,5
316913,5
361460,5
8466,3
317296,5
59690,3
375156,5
352829,5
274049,4
366395,5
60949,3
281836,4
205630,5
359153,3
370093,3
361067,3
274664,5
240369,4
375929,4
337725,4
361377,3
59587,5
289977,4
36884,5
67483,5
290306,5
350909,4
272973,4
274250,4
68650,5
52282,5
81797,5
158671,4
61305,4
173223,4
275449,4
195512,4
288833,3
58097,5
343062,4
378155,4
273932,5
194902,4
239250,4
375840,4
183800,5
4260,4
200169,5
30578,4
374578,5
84119,4
255207,4
244460,5
28787,3
194682,4
316517,5
363938,3
310052,4
378165,4
496,4
222467,5
360994,4
29174,4
274084,5
242016,5
80857,5
368723,4
241218,5
27700,3
255462,4
375499,4
280497,4
347428,5
367146,4
17072,4
173405,5
298715,3
37652,5
329460,4
257712,5
325533,3
352499,4
39004,3
47062,4
278266,4
61826,5
314719,4
375653,5
26166,5
258799,5
368320,5
274912,3
175438,5
168763,5
210790,4
236311,5
187880,4
58176,5
56701,3
308623,5
371379,5
257337,5
253990,5
337462,4
40885,4
376508,3
209469,5
55211,4
212809,4
167378,5
322142,4
372263,5
40714,4
358771,4
314663,5
241814,3
199055,4
20010,3
369626,4
170492,4
29978,5
268152,3
251034,3
168072,5
16017,4
192315,3
252848,3
42669,5
1359,4
241494,4
339370,3
73398,5
160256,5
170331,5
264262,3
199091,3
167377,5
182142,3
187895,5
13124,5
318356,4
340503,3
84557,5
183433,4
197704,3
45181,4
321416,3
189249,4
33967,5
48972,4
372344,5
259856,3
349593,5
32907,5
176671,4
49431,4
47734,5
371740,4
83658,5
265215,5
291875,4
227086,5
356857,3
2747,5
21384,5
375706,5
33046,5
35132,4
62973,5
248150,5
319881,5
33998,4
75685,3
191928,3
313471,5
172636,5
376848,4
324172,3
19761,5
297528,4
289266,5
33901,4
368420,4
209910,4
44014,4
250938,4
227724,4
17479,4
281552,3
321747,4
168113,5
56200,5
357160,4
201938,4
374216,5
366181,4
313945,5
323825,4
196193,4
52510,5
302729,5
312031,5
15058,3
325973,3
359756,5
364381,5
252915,4
378716,3
33016,5
73209,3
162848,4
328541,3
5391,5
311077,5
183154,3
189275,3
67713,5
255743,5
326937,5
273259,3
320174,3
15406,4
251545,4
5999,5
20130,4
155588,3
257283,5
2281,4
67282,4
368346,5
284716,4
264632,5
207237,5
370791,5
80808,5
226273,3
238155,4
234038,4
40430,5
241458,5
65926,4
364099,5
59130,3
187175,5
51848,5
296898,5
15633,4
154027,5
373482,5
332386,5
323806,3
105964,4
45698,5
51873,4
245809,4
286127,3
69191,5
193565,5
172901,4
195323,3
250760,3
266865,3
230801,3
348291,4
62709,4
315524,3
268458,4
256220,4
309027,3
21511,5
368891,4
52534,5
353110,5
9118,5
237735,4
345807,4
363280,5
329740,3
902,5
271781,4
356685,3
303033,4
33108,3
18892,4
38442,4
279959,4
280055,5
348473,4
281248,3
287319,5
314587,3
315658,4
273386,4
30861,3
240259,4
300540,5
243880,4
309076,5
83576,5
352621,4
209709,4
360267,4
366625,4
57206,3
30959,4
60922,3
334672,5
264581,5
365786,4
251760,3
316487,4
371635,4
275552,3
172488,5
81655,3
300651,3
258686,4
374524,4
117173,4
311317,5
240442,3
36095,3
45039,5
285939,4
77401,4
43415,5
65763,4
163332,4
266751,5
202889,4
242817,4
374358,5
202760,4
310774,4
262756,4
297533,5
258473,3
8674,5
294227,3
256342,4
317272,5
210382,4
343161,4
308182,4
262323,5
3952,4
362856,4
308055,3
321804,4
27789,5
322383,5
337846,4
318841,5
368343,4
202850,3
61493,5
191691,5
267835,5
282064,4
277024,3
318032,4
39232,5
300354,5
363424,3
217497,5
168230,3
316349,4
179048,5
154687,4
323018,5
26985,5
355079,4
281260,4
210454,4
73197,5
253227,3
4261,3
15328,5
194662,5
54341,5
196821,4
2306,4
41743,5
284095,4
32280,5
266601,3
322419,5
14099,4
7722,5
244402,4
252536,5
15256,4
8020,5
375493,4
30340,4
154371,4
18394,4
277664,4
165727,3
250257,5
287622,3
274246,3
194142,5
11267,4
232838,4
172134,4
355086,5
222126,4
71171,4
168748,4
356494,3
263856,3
357706,5
216828,4
45654,5
18406,5
27459,3
40340,5
345828,4
3481,3
376638,5
368966,5
1596,5
372406,4
295599,4
280495,5
240073,4
275199,4
172179,5
5744,4
35003,5
281134,5
310579,5
210748,4
241277,3
227480,4
334990,5
238987,3
320780,5
378946,3
315253,4
33900,4
15629,4
377958,5
194715,4
199168,4
369552,4
165800,3
289735,4
20974,4
196823,4
327390,3
306244,4
363788,4
370568,5
248812,5
46668,4
203507,4
182108,5
53041,3
354165,4
232333,4
152650,3
283462,4
374038,4
29614,4
334112,5
365220,5
279152,5
68552,5
350719,4
68640,4
378495,3
343371,4
160298,4
36040,5
170431,4
300694,4
55564,5
351525,4
288324,4
49632,4
349568,4
334772,4
154796,4
259475,4
353473,5
70269,4
238511,5
233326,5
56289,4
233530,5
60099,5
372606,4
247058,5
196497,3
55382,5
51657,3
175004,4
16910,5
155893,5
238079,4
15277,5
43279,3
364417,4
320620,5
1895,4
175954,3
261674,3
60924,5
678,5
309364,4
305388,3
1204,5
184408,5
46848,5
190116,5
363553,5
248891,5
332061,4
189996,5
288884,5
338098,3
182170,4
171008,5
46237,3
234428,4
160658,3
81001,3
217543,5
311315,5
368327,5
368257,4
33571,4
35220,4
376276,5
271157,4
315034,4
951,4
11197,5
261154,5
318111,5
31154,5
185241,4
329098,4
332639,5
343943,3
206085,4
274172,3
350622,5
20405,5
43615,5
70994,5
359816,5
258016,5
19542,3
287,5
29237,4
66264,4
316654,3
54619,4
12563,4
353658,5
171058,5
197464,3
226668,4
197507,4
37490,4
22596,4
327254,4
220144,3
302325,4
258740,5
315131,4
14047,5
260635,4
247285,4
203374,5
269346,3
223528,3
293037,5
355999,4
70362,5
344854,5
300907,5
64095,4
332569,3
353549,4
53598,4
374123,4
347603,5
10748,5
239102,5
218448,4
159078,4
69462,5
355486,4
339527,4
287522,3
3660,3
239347,5
156640,4
365671,4
244351,4
13932,5
279398,4
43180,4
288302,4
68633,5
348311,3
176093,5
339647,4
312155,5
259030,4
48130,4
351735,4
253783,5
79054,4
188977,4
323370,3
53346,4
298382,3
260754,4
188942,4
22791,3
325970,3
241413,4
331935,5
81381,5
187291,4
317058,5
83037,5
319706,5
251059,5
216243,5
18337,5
318859,5
346350,4
30383,4
170032,4
320781,5
193132,5
374437,4
277029,5
262059,5
349430,4
19326,3
9376,5
19819,4
64718,4
259311,4
71866,5
43769,4
29562,5
234115,4
332352,4
231411,4
358637,4
286979,5
56231,4
34417,5
201197,3
370224,5
6772,4
164648,4
16644,4
258800,5
18318,3
265028,4
328343,4
241778,4
13276,5
52439,4
39314,4
10246,5
43366,3
34106,5
369859,5
45058,4
18773,5
38543,5
254006,4
206104,4
40184,3
169700,3
246044,4
245929,4
365368,4
63991,3
325504,3
261592,5
51126,3
70894,5
303179,5
50914,5
332916,4
49189,5
154398,5
251746,5
20675,5
283461,3
229427,5
154966,3
70392,5
55030,5
219621,3
200804,4
249951,5
376458,5
366321,4
179345,5
234288,4
43732,5
290068,5
276614,3
258270,5
26828,4
246546,3
350153,4
241776,5
163639,3
226797,4
363164,4
337113,4
319793,4
63100,3
192241,5
78857,5
319554,4
247953,3
285536,4
321093,5
163661,5
189507,4
261948,4
11125,4
168858,4
261839,5
201016,4
322753,4
311135,3
279404,4
292871,4
23663,3
182644,5
51129,3
35127,3
173679,4
338988,5
318031,5
286728,4
347350,3
371057,4
299053,4
29838,4
26082,4
239418,4
77248,4
202566,3
287610,4
168153,3
230316,3
215813,5
82389,5
11625,3
317012,4
292654,4
6791,4
20976,4
260965,4
317458,3
218843,4
296378,4
58982,3
269800,4
350023,5
238370,5
371277,5
55177,3
244787,3
356956,5
252367,5
169239,4
198091,4
256844,5
66809,4
226738,5
312758,5
216621,5
305725,4
299915,3
310615,5
196747,4
82676,5
6753,5
195378,5
365209,5
349664,3
193724,5
23024,5
41775,4
35928,4
363561,4
359706,5
289132,4
313414,4
77085,5
337267,5
379447,5
256295,4
216683,4
63102,5
81811,4
3492,4
184852,4
375027,4
269680,4
203768,3
211084,4
207720,4
221380,3
307870,4
11043,5
73188,3
27539,5
312638,5
219465,4
20007,4
301467,4
204770,4
301753,4
1801,3
44024,4
351114,4
85051,4
296804,5
334226,4
33422,4
255875,4
371039,3
185834,4
281876,5
2978,4
332603,5
208097,4
272897,4
301538,3
258842,3
44996,5
240418,4
24581,5
5520,5
275479,5
330632,3
26419,3
30023,3
242721,5
261293,3
33369,4
315150,3
293510,3
178298,4
258669,5
70266,4
297329,5
295003,4
165006,4
157856,3
236517,5
241159,4
280611,5
329019,5
200645,3
173885,4
191318,4
62857,5
204283,5
349719,4
299665,4
318288,5
195391,5
39430,5
344908,5
196243,5
209734,4
315991,3
64282,5
279910,4
241845,4
194619,5
310681,4
39178,5
50517,5
40705,4
210599,5
185143,5
327861,5
315553,4
342674,5
32020,3
51125,4
324925,3
116324,5
360991,4
74274,3
82848,5
299773,5
48702,5
228359,5
365381,4
199814,4
250628,3
32350,5
322011,3
35831,4
340828,5
34781,4
378891,5
223449,5
262377,3
270440,5
325818,5
324852,3
307311,4
228001,3
219458,4
164936,3
40527,5
199911,5
359788,5
196900,4
213930,4
230014,5
362679,4
293316,5
317278,5
20176,5
313470,4
320032,4
33694,5
33836,4
70251,4
40647,4
49703,4
162862,4
361240,5
297677,4
183267,5
32447,4
280577,3
316237,4
309276,3
189974,4
67295,5
330930,3
312440,5
65542,4
320829,4
236530,4
280983,5
326628,4
313008,3
325719,3
193137,5
359956,3
315597,4
185675,4
73332,5
350665,5
350836,4
160901,4
264905,3
355918,5
359801,4
307142,5
162899,5
286439,4
78700,5
187858,5
35713,5
195244,3
76231,4
199982,4
299516,5
317988,3
268543,5
299564,4
171437,4
64768,5
107725,3
155714,5
80920,5
67117,4
336861,5
151833,5
316321,3
2473,4
70878,4
85532,4
356813,4
231156,5
83804,4
2197,5
296140,3
60324,5
159522,4
80061,4
271733,3
214281,4
160170,3
369472,5
295559,3
32770,5
233911,5
375947,3
284199,5
58105,4
37074,5
47217,3
371608,5
186035,4
317399,5
201090,4
282476,4
176752,5
271547,5
377608,4
28260,4
177014,4
209223,4
290124,3
207404,5
313803,3
317003,3
7773,4
50646,4
192906,4
318283,3
205816,5
254534,4
8575,3
81061,5
347925,3
57604,5
221443,4
357476,5
24800,5
263207,4
15129,3
357717,3
204185,5
348361,4
373867,4
56193,5
49279,3
312513,5
245985,5
70175,5
318016,3
117180,3
357635,5
341000,5
176979,3
11319,4
19646,3
277774,5
260714,4
38328,4
224239,4
311805,4
361194,5
248391,4
222322,5
256648,4
9676,4
37419,5
290694,4
13142,5
335599,4
68219,5
57448,4
178102,5
18270,5
178097,4
91866,4
378019,4
73038,5
266611,4
370105,5
361495,5
161904,4
21261,5
52350,5
198171,4
162141,5
195489,4
242313,5
344757,3
362026,4
376846,5
297744,3
264357,3
279518,5
72116,5
72383,5
195205,4
320895,4
302090,5
352324,4
59640,4
268,3
375733,5
330962,5
267995,5
354412,4
299646,5
178948,4
7496,3
235909,4
280908,5
317561,5
245233,4
320379,4
33777,4
321658,5
36563,5
9462,4
239293,4
17234,5
354940,5
301176,5
297567,4
262890,4
371905,3
9578,4
286205,5
18506,3
214707,4
349051,5
295397,5
206413,4
290513,4
355504,4
198720,3
158200,4
186903,5
379340,3
31344,3
238100,5
164667,5
302792,4
52611,3
1764,4
348330,4
160843,3
252971,4
297245,3
363308,4
352339,4
359755,5
360222,3
203765,4
29611,4
367868,4
314125,4
357179,5
244841,5
211112,4
374765,4
357073,5
299972,4
199905,3
353874,5
374288,5
172122,5
348516,5
184012,5
65371,4
10620,5
198426,4
253983,5
38715,4
324134,5
17009,5
25889,4
328672,4
198504,3
290522,3
30918,4
349631,5
353667,5
353925,4
344225,4
209405,5
358185,5
80714,4
39651,5
299222,5
64602,5
299234,4
285740,3
14282,4
186201,5
38670,5
43261,3
176651,4
276850,3
213168,3
160211,3
312375,5
216923,5
269793,4
15102,4
187845,4
366996,4
250931,4
65078,5
82513,5
67937,5
46858,4
30653,5
175382,4
39496,3
379475,4
311264,3
221016,3
11647,5
236527,3
14462,5
356078,5
376609,5
287723,4
257634,3
6892,5
202408,3
254931,3
280115,3
10667,4
323544,4
213000,4
237598,4
253074,3
246207,5
343748,4
284602,4
318660,3
7454,4
30915,5
70280,5
313406,4
48010,5
243909,3
200083,3
277951,3
158070,4
199754,4
28864,4
333840,4
168448,5
290770,5
41932,4
13574,4
84127,4
357416,5
157078,4
293308,4
344905,3
258241,4
16324,3
303327,5
246306,4
283348,4
157247,5
290291,4
374045,5
31556,5
30253,5
274037,3
15777,3
274567,4
71800,5
340285,4
268538,5
362528,4
280672,3
314549,4
36595,3
44744,5
16691,5
355993,5
69384,5
314063,3
281859,3
196745,4
73597,4
300745,3
265397,3
211213,3
48572,5
376622,5
358426,3
240630,4
268090,5
70979,4
251486,5
345831,4
259304,5
191813,5
52723,4
361187,5
76750,5
316185,5
370380,5
248665,3
327844,5
340047,5
335570,4
160250,5
84500,5
159574,5
214551,3
310939,4
38714,4
357946,4
174464,5
319866,3
236114,4
317398,5
41883,4
244015,4
160506,5
324503,5
313116,4
202166,3
192912,4
4999,5
100136,5
161597,4
357195,4
79868,5
178069,4
258418,4
180944,5
367098,4
319666,4
227748,3
3824,5
64467,4
34845,3
84987,4
268102,5
73875,5
235179,4
281887,5
251787,3
193645,3
78203,4
216218,4
43751,4
236287,3
59573,4
33590,5
344302,4
330335,5
159815,3
252269,4
40214,3
23575,4
346968,3
332082,4
285607,3
328832,4
195113,5
345322,5
3656,5
10692,4
302324,5
190197,5
54400,5
265706,3
251445,3
7490,4
281721,4
278320,5
251725,5
192881,5
210933,3
18062,5
329895,5
306462,4
174981,4
238320,5
272807,3
256628,5
291591,4
35708,4
357797,3
231630,4
106987,4
308981,4
250965,3
273064,4
153417,4
200036,4
314496,3
83929,4
81140,5
218126,5
214843,5
261660,4
